Timestamp,Game ID,Date (UTC),Home Team,Home Score,Away Team,Away Score,Game Status
2025-02-09 03:26:40,0022400750,2025-02-09T03:00:00Z,Kings,14,Pelicans,29,1st Qtr             
2025-02-09 03:26:40,0022400751,2025-02-09T03:30:00Z,Clippers,0,Jazz,0,10:30 pm ET
2025-02-09 03:27:01,0022400728,2025-02-07T00:30:00Z,Celtics,0,Mavericks,0,7:30 pm ET
2025-02-09 03:27:01,0022400729,2025-02-07T01:00:00Z,Timberwolves,0,Rockets,0,8:00 pm ET
2025-02-09 03:27:01,0022400730,2025-02-07T02:00:00Z,Nuggets,0,Magic,0,9:00 pm ET
2025-02-09 03:27:01,0022400731,2025-02-07T03:00:00Z,Lakers,0,Warriors,0,10:00 pm ET
2025-02-09 03:27:01,0022400732,2025-02-07T03:00:00Z,Trail Blazers,0,Kings,0,10:00 pm ET
2025-02-09 03:27:01,0022400733,2025-02-07T03:30:00Z,Clippers,0,Pacers,0,10:30 pm ET
2025-02-09 03:27:01,0022400745,2025-02-09T01:00:00Z,Bulls,101,Warriors,121,4th Qtr             
2025-02-09 03:27:01,0022400746,2025-02-09T01:00:00Z,Grizzlies,107,Thunder,122,4th Qtr             
2025-02-09 03:27:01,0022400747,2025-02-09T01:00:00Z,Timberwolves,114,Trail Blazers,98,4th Qtr             
2025-02-09 03:27:01,0022400748,2025-02-09T01:30:00Z,Knicks,76,Celtics,96,End of 3rd Qtr      
2025-02-09 03:27:01,0022400749,2025-02-09T02:00:00Z,Suns,66,Nuggets,78,3rd Qtr             
2025-02-09 03:27:01,0022400750,2025-02-09T03:00:00Z,Kings,14,Pelicans,29,1st Qtr             
2025-02-09 03:27:01,0022400751,2025-02-09T03:30:00Z,Clippers,0,Jazz,0,10:30 pm ET
2025-02-09 03:27:12,0022400728,2025-02-07T00:30:00Z,Celtics,0,Mavericks,0,7:30 pm ET
2025-02-09 03:27:12,0022400729,2025-02-07T01:00:00Z,Timberwolves,0,Rockets,0,8:00 pm ET
2025-02-09 03:27:12,0022400730,2025-02-07T02:00:00Z,Nuggets,0,Magic,0,9:00 pm ET
2025-02-09 03:27:12,0022400731,2025-02-07T03:00:00Z,Lakers,0,Warriors,0,10:00 pm ET
2025-02-09 03:27:12,0022400732,2025-02-07T03:00:00Z,Trail Blazers,0,Kings,0,10:00 pm ET
2025-02-09 03:27:12,0022400733,2025-02-07T03:30:00Z,Clippers,0,Pacers,0,10:30 pm ET
2025-02-09 03:27:12,0022400745,2025-02-09T01:00:00Z,Bulls,101,Warriors,121,4th Qtr             
2025-02-09 03:27:12,0022400746,2025-02-09T01:00:00Z,Grizzlies,107,Thunder,122,4th Qtr             
2025-02-09 03:27:12,0022400747,2025-02-09T01:00:00Z,Timberwolves,114,Trail Blazers,98,4th Qtr             
2025-02-09 03:27:12,0022400748,2025-02-09T01:30:00Z,Knicks,76,Celtics,96,End of 3rd Qtr      
2025-02-09 03:27:12,0022400749,2025-02-09T02:00:00Z,Suns,66,Nuggets,78,3rd Qtr             
2025-02-09 03:27:12,0022400750,2025-02-09T03:00:00Z,Kings,14,Pelicans,29,1st Qtr             
2025-02-09 03:27:12,0022400751,2025-02-09T03:30:00Z,Clippers,0,Jazz,0,10:30 pm ET
2025-02-09 03:27:33,0022400728,2025-02-07T00:30:00Z,Celtics,0,Mavericks,0,7:30 pm ET
2025-02-09 03:27:33,0022400729,2025-02-07T01:00:00Z,Timberwolves,0,Rockets,0,8:00 pm ET
2025-02-09 03:27:33,0022400730,2025-02-07T02:00:00Z,Nuggets,0,Magic,0,9:00 pm ET
2025-02-09 03:27:33,0022400731,2025-02-07T03:00:00Z,Lakers,0,Warriors,0,10:00 pm ET
2025-02-09 03:27:33,0022400732,2025-02-07T03:00:00Z,Trail Blazers,0,Kings,0,10:00 pm ET
2025-02-09 03:27:33,0022400733,2025-02-07T03:30:00Z,Clippers,0,Pacers,0,10:30 pm ET
2025-02-09 03:27:33,0022400745,2025-02-09T01:00:00Z,Bulls,101,Warriors,123,4th Qtr             
2025-02-09 03:27:33,0022400746,2025-02-09T01:00:00Z,Grizzlies,107,Thunder,122,4th Qtr             
2025-02-09 03:27:33,0022400747,2025-02-09T01:00:00Z,Timberwolves,114,Trail Blazers,98,Final               
2025-02-09 03:27:33,0022400748,2025-02-09T01:30:00Z,Knicks,76,Celtics,96,End of 3rd Qtr      
2025-02-09 03:27:33,0022400749,2025-02-09T02:00:00Z,Suns,68,Nuggets,78,3rd Qtr             
2025-02-09 03:27:33,0022400750,2025-02-09T03:00:00Z,Kings,14,Pelicans,29,1st Qtr             
2025-02-09 03:27:33,0022400751,2025-02-09T03:30:00Z,Clippers,0,Jazz,0,10:30 pm ET
2025-02-09 03:27:43,0022400728,2025-02-07T00:30:00Z,Celtics,0,Mavericks,0,7:30 pm ET
2025-02-09 03:27:43,0022400729,2025-02-07T01:00:00Z,Timberwolves,0,Rockets,0,8:00 pm ET
2025-02-09 03:27:43,0022400730,2025-02-07T02:00:00Z,Nuggets,0,Magic,0,9:00 pm ET
2025-02-09 03:27:43,0022400731,2025-02-07T03:00:00Z,Lakers,0,Warriors,0,10:00 pm ET
2025-02-09 03:27:43,0022400732,2025-02-07T03:00:00Z,Trail Blazers,0,Kings,0,10:00 pm ET
2025-02-09 03:27:43,0022400733,2025-02-07T03:30:00Z,Clippers,0,Pacers,0,10:30 pm ET
2025-02-09 03:27:43,0022400745,2025-02-09T01:00:00Z,Bulls,101,Warriors,123,4th Qtr             
2025-02-09 03:27:43,0022400746,2025-02-09T01:00:00Z,Grizzlies,107,Thunder,122,4th Qtr             
2025-02-09 03:27:43,0022400747,2025-02-09T01:00:00Z,Timberwolves,114,Trail Blazers,98,Final               
2025-02-09 03:27:43,0022400748,2025-02-09T01:30:00Z,Knicks,76,Celtics,96,End of 3rd Qtr      
2025-02-09 03:27:43,0022400749,2025-02-09T02:00:00Z,Suns,68,Nuggets,78,3rd Qtr             
2025-02-09 03:27:43,0022400750,2025-02-09T03:00:00Z,Kings,14,Pelicans,29,1st Qtr             
2025-02-09 03:27:43,0022400751,2025-02-09T03:30:00Z,Clippers,0,Jazz,0,10:30 pm ET
2025-02-09 03:28:04,0022400728,2025-02-07T00:30:00Z,Celtics,0,Mavericks,0,7:30 pm ET
2025-02-09 03:28:04,0022400729,2025-02-07T01:00:00Z,Timberwolves,0,Rockets,0,8:00 pm ET
2025-02-09 03:28:04,0022400730,2025-02-07T02:00:00Z,Nuggets,0,Magic,0,9:00 pm ET
2025-02-09 03:28:04,0022400731,2025-02-07T03:00:00Z,Lakers,0,Warriors,0,10:00 pm ET
2025-02-09 03:28:04,0022400732,2025-02-07T03:00:00Z,Trail Blazers,0,Kings,0,10:00 pm ET
2025-02-09 03:28:04,0022400733,2025-02-07T03:30:00Z,Clippers,0,Pacers,0,10:30 pm ET
2025-02-09 03:28:04,0022400745,2025-02-09T01:00:00Z,Bulls,101,Warriors,123,4th Qtr             
2025-02-09 03:28:04,0022400746,2025-02-09T01:00:00Z,Grizzlies,109,Thunder,122,4th Qtr             
2025-02-09 03:28:04,0022400747,2025-02-09T01:00:00Z,Timberwolves,114,Trail Blazers,98,Final               
2025-02-09 03:28:04,0022400748,2025-02-09T01:30:00Z,Knicks,76,Celtics,96,End of 3rd Qtr      
2025-02-09 03:28:04,0022400749,2025-02-09T02:00:00Z,Suns,68,Nuggets,78,3rd Qtr             
2025-02-09 03:28:04,0022400750,2025-02-09T03:00:00Z,Kings,14,Pelicans,29,1st Qtr             
2025-02-09 03:28:04,0022400751,2025-02-09T03:30:00Z,Clippers,0,Jazz,0,10:30 pm ET
2025-02-09 03:28:14,0022400728,2025-02-07T00:30:00Z,Celtics,0,Mavericks,0,7:30 pm ET
2025-02-09 03:28:14,0022400729,2025-02-07T01:00:00Z,Timberwolves,0,Rockets,0,8:00 pm ET
2025-02-09 03:28:14,0022400730,2025-02-07T02:00:00Z,Nuggets,0,Magic,0,9:00 pm ET
2025-02-09 03:28:14,0022400731,2025-02-07T03:00:00Z,Lakers,0,Warriors,0,10:00 pm ET
2025-02-09 03:28:14,0022400732,2025-02-07T03:00:00Z,Trail Blazers,0,Kings,0,10:00 pm ET
2025-02-09 03:28:14,0022400733,2025-02-07T03:30:00Z,Clippers,0,Pacers,0,10:30 pm ET
2025-02-09 03:28:14,0022400745,2025-02-09T01:00:00Z,Bulls,101,Warriors,126,4th Qtr             
2025-02-09 03:28:14,0022400746,2025-02-09T01:00:00Z,Grizzlies,109,Thunder,122,4th Qtr             
2025-02-09 03:28:14,0022400747,2025-02-09T01:00:00Z,Timberwolves,114,Trail Blazers,98,Final               
2025-02-09 03:28:14,0022400748,2025-02-09T01:30:00Z,Knicks,76,Celtics,96,End of 3rd Qtr      
2025-02-09 03:28:14,0022400749,2025-02-09T02:00:00Z,Suns,68,Nuggets,78,3rd Qtr             
2025-02-09 03:28:14,0022400750,2025-02-09T03:00:00Z,Kings,14,Pelicans,29,1st Qtr             
2025-02-09 03:28:14,0022400751,2025-02-09T03:30:00Z,Clippers,0,Jazz,0,10:30 pm ET
2025-02-09 03:28:35,0022400728,2025-02-07T00:30:00Z,Celtics,0,Mavericks,0,7:30 pm ET
2025-02-09 03:28:35,0022400729,2025-02-07T01:00:00Z,Timberwolves,0,Rockets,0,8:00 pm ET
2025-02-09 03:28:35,0022400730,2025-02-07T02:00:00Z,Nuggets,0,Magic,0,9:00 pm ET
2025-02-09 03:28:35,0022400731,2025-02-07T03:00:00Z,Lakers,0,Warriors,0,10:00 pm ET
2025-02-09 03:28:35,0022400732,2025-02-07T03:00:00Z,Trail Blazers,0,Kings,0,10:00 pm ET
2025-02-09 03:28:35,0022400733,2025-02-07T03:30:00Z,Clippers,0,Pacers,0,10:30 pm ET
2025-02-09 03:28:35,0022400745,2025-02-09T01:00:00Z,Bulls,101,Warriors,126,Q4 3:53
2025-02-09 03:28:35,0022400746,2025-02-09T01:00:00Z,Grizzlies,109,Thunder,125,Q4 1:28
2025-02-09 03:28:35,0022400747,2025-02-09T01:00:00Z,Timberwolves,114,Trail Blazers,98,Final               
2025-02-09 03:28:35,0022400748,2025-02-09T01:30:00Z,Knicks,76,Celtics,96,Q4 12:00
2025-02-09 03:28:35,0022400749,2025-02-09T02:00:00Z,Suns,68,Nuggets,78,Q3 6:59
2025-02-09 03:28:35,0022400750,2025-02-09T03:00:00Z,Kings,14,Pelicans,29,1st Qtr             
2025-02-09 03:28:35,0022400751,2025-02-09T03:30:00Z,Clippers,0,Jazz,0,10:30 pm ET
2025-02-09 03:28:45,0022400728,2025-02-07T00:30:00Z,Celtics,0,Mavericks,0,7:30 pm ET
2025-02-09 03:28:45,0022400729,2025-02-07T01:00:00Z,Timberwolves,0,Rockets,0,8:00 pm ET
2025-02-09 03:28:45,0022400730,2025-02-07T02:00:00Z,Nuggets,0,Magic,0,9:00 pm ET
2025-02-09 03:28:45,0022400731,2025-02-07T03:00:00Z,Lakers,0,Warriors,0,10:00 pm ET
2025-02-09 03:28:45,0022400732,2025-02-07T03:00:00Z,Trail Blazers,0,Kings,0,10:00 pm ET
2025-02-09 03:28:45,0022400733,2025-02-07T03:30:00Z,Clippers,0,Pacers,0,10:30 pm ET
2025-02-09 03:28:45,0022400745,2025-02-09T01:00:00Z,Bulls,101,Warriors,126,4th Qtr             
2025-02-09 03:28:45,0022400746,2025-02-09T01:00:00Z,Grizzlies,109,Thunder,122,4th Qtr             
2025-02-09 03:28:45,0022400747,2025-02-09T01:00:00Z,Timberwolves,114,Trail Blazers,98,Final               
2025-02-09 03:28:45,0022400748,2025-02-09T01:30:00Z,Knicks,76,Celtics,96,End of 3rd Qtr      
2025-02-09 03:28:45,0022400749,2025-02-09T02:00:00Z,Suns,68,Nuggets,78,3rd Qtr             
2025-02-09 03:28:45,0022400750,2025-02-09T03:00:00Z,Kings,14,Pelicans,29,1st Qtr             
2025-02-09 03:28:45,0022400751,2025-02-09T03:30:00Z,Clippers,0,Jazz,0,10:30 pm ET
2025-02-09 03:29:06,0022400728,2025-02-07T00:30:00Z,Celtics,0,Mavericks,0,7:30 pm ET
2025-02-09 03:29:06,0022400729,2025-02-07T01:00:00Z,Timberwolves,0,Rockets,0,8:00 pm ET
2025-02-09 03:29:06,0022400730,2025-02-07T02:00:00Z,Nuggets,0,Magic,0,9:00 pm ET
2025-02-09 03:29:06,0022400731,2025-02-07T03:00:00Z,Lakers,0,Warriors,0,10:00 pm ET
2025-02-09 03:29:06,0022400732,2025-02-07T03:00:00Z,Trail Blazers,0,Kings,0,10:00 pm ET
2025-02-09 03:29:06,0022400733,2025-02-07T03:30:00Z,Clippers,0,Pacers,0,10:30 pm ET
2025-02-09 03:29:06,0022400745,2025-02-09T01:00:00Z,Bulls,101,Warriors,126,4th Qtr             
2025-02-09 03:29:06,0022400746,2025-02-09T01:00:00Z,Grizzlies,111,Thunder,125,4th Qtr             
2025-02-09 03:29:06,0022400747,2025-02-09T01:00:00Z,Timberwolves,114,Trail Blazers,98,Final               
2025-02-09 03:29:06,0022400748,2025-02-09T01:30:00Z,Knicks,76,Celtics,96,End of 3rd Qtr      
2025-02-09 03:29:06,0022400749,2025-02-09T02:00:00Z,Suns,68,Nuggets,78,3rd Qtr             
2025-02-09 03:29:06,0022400750,2025-02-09T03:00:00Z,Kings,14,Pelicans,29,1st Qtr             
2025-02-09 03:29:06,0022400751,2025-02-09T03:30:00Z,Clippers,0,Jazz,0,10:30 pm ET
2025-02-09 03:29:16,0022400728,2025-02-07T00:30:00Z,Celtics,0,Mavericks,0,7:30 pm ET
2025-02-09 03:29:16,0022400729,2025-02-07T01:00:00Z,Timberwolves,0,Rockets,0,8:00 pm ET
2025-02-09 03:29:16,0022400730,2025-02-07T02:00:00Z,Nuggets,0,Magic,0,9:00 pm ET
2025-02-09 03:29:16,0022400731,2025-02-07T03:00:00Z,Lakers,0,Warriors,0,10:00 pm ET
2025-02-09 03:29:16,0022400732,2025-02-07T03:00:00Z,Trail Blazers,0,Kings,0,10:00 pm ET
2025-02-09 03:29:16,0022400733,2025-02-07T03:30:00Z,Clippers,0,Pacers,0,10:30 pm ET
2025-02-09 03:29:16,0022400745,2025-02-09T01:00:00Z,Bulls,101,Warriors,126,4th Qtr             
2025-02-09 03:29:16,0022400746,2025-02-09T01:00:00Z,Grizzlies,111,Thunder,125,4th Qtr             
2025-02-09 03:29:16,0022400747,2025-02-09T01:00:00Z,Timberwolves,114,Trail Blazers,98,Final               
2025-02-09 03:29:16,0022400748,2025-02-09T01:30:00Z,Knicks,76,Celtics,96,Start of 4th Qtr    
2025-02-09 03:29:16,0022400749,2025-02-09T02:00:00Z,Suns,68,Nuggets,78,3rd Qtr             
2025-02-09 03:29:16,0022400750,2025-02-09T03:00:00Z,Kings,14,Pelicans,29,1st Qtr             
2025-02-09 03:29:16,0022400751,2025-02-09T03:30:00Z,Clippers,0,Jazz,0,10:30 pm ET
2025-02-09 03:29:37,0022400728,2025-02-07T00:30:00Z,Celtics,0,Mavericks,0,7:30 pm ET
2025-02-09 03:29:37,0022400729,2025-02-07T01:00:00Z,Timberwolves,0,Rockets,0,8:00 pm ET
2025-02-09 03:29:37,0022400730,2025-02-07T02:00:00Z,Nuggets,0,Magic,0,9:00 pm ET
2025-02-09 03:29:37,0022400731,2025-02-07T03:00:00Z,Lakers,0,Warriors,0,10:00 pm ET
2025-02-09 03:29:37,0022400732,2025-02-07T03:00:00Z,Trail Blazers,0,Kings,0,10:00 pm ET
2025-02-09 03:29:37,0022400733,2025-02-07T03:30:00Z,Clippers,0,Pacers,0,10:30 pm ET
2025-02-09 03:29:37,0022400745,2025-02-09T01:00:00Z,Bulls,101,Warriors,126,4th Qtr             
2025-02-09 03:29:37,0022400746,2025-02-09T01:00:00Z,Grizzlies,111,Thunder,125,4th Qtr             
2025-02-09 03:29:37,0022400747,2025-02-09T01:00:00Z,Timberwolves,114,Trail Blazers,98,Final               
2025-02-09 03:29:37,0022400748,2025-02-09T01:30:00Z,Knicks,76,Celtics,96,Start of 4th Qtr    
2025-02-09 03:29:37,0022400749,2025-02-09T02:00:00Z,Suns,68,Nuggets,78,3rd Qtr             
2025-02-09 03:29:37,0022400750,2025-02-09T03:00:00Z,Kings,14,Pelicans,29,1st Qtr             
2025-02-09 03:29:37,0022400751,2025-02-09T03:30:00Z,Clippers,0,Jazz,0,10:30 pm ET
2025-02-09 03:29:47,0022400728,2025-02-07T00:30:00Z,Celtics,0,Mavericks,0,7:30 pm ET
2025-02-09 03:29:47,0022400729,2025-02-07T01:00:00Z,Timberwolves,0,Rockets,0,8:00 pm ET
2025-02-09 03:29:47,0022400730,2025-02-07T02:00:00Z,Nuggets,0,Magic,0,9:00 pm ET
2025-02-09 03:29:47,0022400731,2025-02-07T03:00:00Z,Lakers,0,Warriors,0,10:00 pm ET
2025-02-09 03:29:47,0022400732,2025-02-07T03:00:00Z,Trail Blazers,0,Kings,0,10:00 pm ET
2025-02-09 03:29:47,0022400733,2025-02-07T03:30:00Z,Clippers,0,Pacers,0,10:30 pm ET
2025-02-09 03:29:47,0022400745,2025-02-09T01:00:00Z,Bulls,104,Warriors,126,4th Qtr             
2025-02-09 03:29:47,0022400746,2025-02-09T01:00:00Z,Grizzlies,111,Thunder,125,4th Qtr             
2025-02-09 03:29:47,0022400747,2025-02-09T01:00:00Z,Timberwolves,114,Trail Blazers,98,Final               
2025-02-09 03:29:47,0022400748,2025-02-09T01:30:00Z,Knicks,76,Celtics,96,4th Qtr             
2025-02-09 03:29:47,0022400749,2025-02-09T02:00:00Z,Suns,68,Nuggets,78,3rd Qtr             
2025-02-09 03:29:47,0022400750,2025-02-09T03:00:00Z,Kings,14,Pelicans,29,1st Qtr             
2025-02-09 03:29:47,0022400751,2025-02-09T03:30:00Z,Clippers,0,Jazz,0,10:30 pm ET
2025-02-09 03:30:08,0022400728,2025-02-07T00:30:00Z,Celtics,0,Mavericks,0,7:30 pm ET
2025-02-09 03:30:08,0022400729,2025-02-07T01:00:00Z,Timberwolves,0,Rockets,0,8:00 pm ET
2025-02-09 03:30:08,0022400730,2025-02-07T02:00:00Z,Nuggets,0,Magic,0,9:00 pm ET
2025-02-09 03:30:08,0022400731,2025-02-07T03:00:00Z,Lakers,0,Warriors,0,10:00 pm ET
2025-02-09 03:30:08,0022400732,2025-02-07T03:00:00Z,Trail Blazers,0,Kings,0,10:00 pm ET
2025-02-09 03:30:08,0022400733,2025-02-07T03:30:00Z,Clippers,0,Pacers,0,10:30 pm ET
2025-02-09 03:30:08,0022400745,2025-02-09T01:00:00Z,Bulls,106,Warriors,126,Q4 3:12
2025-02-09 03:30:08,0022400746,2025-02-09T01:00:00Z,Grizzlies,111,Thunder,125,Q4 :52.3
2025-02-09 03:30:08,0022400747,2025-02-09T01:00:00Z,Timberwolves,114,Trail Blazers,98,Final               
2025-02-09 03:30:08,0022400748,2025-02-09T01:30:00Z,Knicks,76,Celtics,96,Q4 11:22
2025-02-09 03:30:08,0022400749,2025-02-09T02:00:00Z,Suns,68,Nuggets,78,Q3 6:59
2025-02-09 03:30:08,0022400750,2025-02-09T03:00:00Z,Kings,16,Pelicans,29,Q1 1:39
2025-02-09 03:30:08,0022400751,2025-02-09T03:30:00Z,Clippers,0,Jazz,0,10:30 pm ET
2025-02-09 03:30:18,0022400728,2025-02-07T00:30:00Z,Celtics,0,Mavericks,0,7:30 pm ET
2025-02-09 03:30:18,0022400729,2025-02-07T01:00:00Z,Timberwolves,0,Rockets,0,8:00 pm ET
2025-02-09 03:30:18,0022400730,2025-02-07T02:00:00Z,Nuggets,0,Magic,0,9:00 pm ET
2025-02-09 03:30:18,0022400731,2025-02-07T03:00:00Z,Lakers,0,Warriors,0,10:00 pm ET
2025-02-09 03:30:18,0022400732,2025-02-07T03:00:00Z,Trail Blazers,0,Kings,0,10:00 pm ET
2025-02-09 03:30:18,0022400733,2025-02-07T03:30:00Z,Clippers,0,Pacers,0,10:30 pm ET
2025-02-09 03:30:18,0022400745,2025-02-09T01:00:00Z,Bulls,106,Warriors,126,Q4 3:12
2025-02-09 03:30:18,0022400746,2025-02-09T01:00:00Z,Grizzlies,111,Thunder,125,Q4 :52.3
2025-02-09 03:30:18,0022400747,2025-02-09T01:00:00Z,Timberwolves,114,Trail Blazers,98,Final               
2025-02-09 03:30:18,0022400748,2025-02-09T01:30:00Z,Knicks,76,Celtics,96,Q4 11:22
2025-02-09 03:30:18,0022400749,2025-02-09T02:00:00Z,Suns,68,Nuggets,78,Q3 6:59
2025-02-09 03:30:18,0022400750,2025-02-09T03:00:00Z,Kings,16,Pelicans,29,Q1 1:39
2025-02-09 03:30:18,0022400751,2025-02-09T03:30:00Z,Clippers,0,Jazz,0,10:30 pm ET
2025-02-09 03:30:39,0022400728,2025-02-07T00:30:00Z,Celtics,0,Mavericks,0,7:30 pm ET
2025-02-09 03:30:39,0022400729,2025-02-07T01:00:00Z,Timberwolves,0,Rockets,0,8:00 pm ET
2025-02-09 03:30:39,0022400730,2025-02-07T02:00:00Z,Nuggets,0,Magic,0,9:00 pm ET
2025-02-09 03:30:39,0022400731,2025-02-07T03:00:00Z,Lakers,0,Warriors,0,10:00 pm ET
2025-02-09 03:30:39,0022400732,2025-02-07T03:00:00Z,Trail Blazers,0,Kings,0,10:00 pm ET
2025-02-09 03:30:39,0022400733,2025-02-07T03:30:00Z,Clippers,0,Pacers,0,10:30 pm ET
2025-02-09 03:30:39,0022400745,2025-02-09T01:00:00Z,Bulls,106,Warriors,126,Q4 2:56
2025-02-09 03:30:39,0022400746,2025-02-09T01:00:00Z,Grizzlies,111,Thunder,125,Q4 :52.3
2025-02-09 03:30:39,0022400747,2025-02-09T01:00:00Z,Timberwolves,114,Trail Blazers,98,Final               
2025-02-09 03:30:39,0022400748,2025-02-09T01:30:00Z,Knicks,78,Celtics,96,Q4 10:58
2025-02-09 03:30:39,0022400749,2025-02-09T02:00:00Z,Suns,69,Nuggets,78,Q3 6:59
2025-02-09 03:30:39,0022400750,2025-02-09T03:00:00Z,Kings,16,Pelicans,29,Q1 1:22
2025-02-09 03:30:39,0022400751,2025-02-09T03:30:00Z,Clippers,0,Jazz,0,10:30 pm ET
2025-02-09 03:30:50,0022400728,2025-02-07T00:30:00Z,Celtics,0,Mavericks,0,7:30 pm ET
2025-02-09 03:30:50,0022400729,2025-02-07T01:00:00Z,Timberwolves,0,Rockets,0,8:00 pm ET
2025-02-09 03:30:50,0022400730,2025-02-07T02:00:00Z,Nuggets,0,Magic,0,9:00 pm ET
2025-02-09 03:30:50,0022400731,2025-02-07T03:00:00Z,Lakers,0,Warriors,0,10:00 pm ET
2025-02-09 03:30:50,0022400732,2025-02-07T03:00:00Z,Trail Blazers,0,Kings,0,10:00 pm ET
2025-02-09 03:30:50,0022400733,2025-02-07T03:30:00Z,Clippers,0,Pacers,0,10:30 pm ET
2025-02-09 03:30:50,0022400745,2025-02-09T01:00:00Z,Bulls,106,Warriors,126,4th Qtr             
2025-02-09 03:30:50,0022400746,2025-02-09T01:00:00Z,Grizzlies,112,Thunder,125,4th Qtr             
2025-02-09 03:30:50,0022400747,2025-02-09T01:00:00Z,Timberwolves,114,Trail Blazers,98,Final               
2025-02-09 03:30:50,0022400748,2025-02-09T01:30:00Z,Knicks,76,Celtics,96,4th Qtr             
2025-02-09 03:30:50,0022400749,2025-02-09T02:00:00Z,Suns,69,Nuggets,78,3rd Qtr             
2025-02-09 03:30:50,0022400750,2025-02-09T03:00:00Z,Kings,16,Pelicans,29,1st Qtr             
2025-02-09 03:30:50,0022400751,2025-02-09T03:30:00Z,Clippers,0,Jazz,0,10:30 pm ET
2025-02-09 03:31:10,0022400728,2025-02-07T00:30:00Z,Celtics,0,Mavericks,0,7:30 pm ET
2025-02-09 03:31:10,0022400729,2025-02-07T01:00:00Z,Timberwolves,0,Rockets,0,8:00 pm ET
2025-02-09 03:31:10,0022400730,2025-02-07T02:00:00Z,Nuggets,0,Magic,0,9:00 pm ET
2025-02-09 03:31:10,0022400731,2025-02-07T03:00:00Z,Lakers,0,Warriors,0,10:00 pm ET
2025-02-09 03:31:10,0022400732,2025-02-07T03:00:00Z,Trail Blazers,0,Kings,0,10:00 pm ET
2025-02-09 03:31:10,0022400733,2025-02-07T03:30:00Z,Clippers,0,Pacers,0,10:30 pm ET
2025-02-09 03:31:10,0022400745,2025-02-09T01:00:00Z,Bulls,106,Warriors,128,4th Qtr             
2025-02-09 03:31:10,0022400746,2025-02-09T01:00:00Z,Grizzlies,112,Thunder,125,4th Qtr             
2025-02-09 03:31:10,0022400747,2025-02-09T01:00:00Z,Timberwolves,114,Trail Blazers,98,Final               
2025-02-09 03:31:10,0022400748,2025-02-09T01:30:00Z,Knicks,78,Celtics,96,4th Qtr             
2025-02-09 03:31:10,0022400749,2025-02-09T02:00:00Z,Suns,69,Nuggets,78,3rd Qtr             
2025-02-09 03:31:10,0022400750,2025-02-09T03:00:00Z,Kings,21,Pelicans,31,1st Qtr             
2025-02-09 03:31:10,0022400751,2025-02-09T03:30:00Z,Clippers,0,Jazz,0,10:30 pm ET
2025-02-09 03:31:21,0022400728,2025-02-07T00:30:00Z,Celtics,0,Mavericks,0,7:30 pm ET
2025-02-09 03:31:21,0022400729,2025-02-07T01:00:00Z,Timberwolves,0,Rockets,0,8:00 pm ET
2025-02-09 03:31:21,0022400730,2025-02-07T02:00:00Z,Nuggets,0,Magic,0,9:00 pm ET
2025-02-09 03:31:21,0022400731,2025-02-07T03:00:00Z,Lakers,0,Warriors,0,10:00 pm ET
2025-02-09 03:31:21,0022400732,2025-02-07T03:00:00Z,Trail Blazers,0,Kings,0,10:00 pm ET
2025-02-09 03:31:21,0022400733,2025-02-07T03:30:00Z,Clippers,0,Pacers,0,10:30 pm ET
2025-02-09 03:31:21,0022400745,2025-02-09T01:00:00Z,Bulls,106,Warriors,130,4th Qtr             
2025-02-09 03:31:21,0022400746,2025-02-09T01:00:00Z,Grizzlies,112,Thunder,125,4th Qtr             
2025-02-09 03:31:21,0022400747,2025-02-09T01:00:00Z,Timberwolves,114,Trail Blazers,98,Final               
2025-02-09 03:31:21,0022400748,2025-02-09T01:30:00Z,Knicks,78,Celtics,96,4th Qtr             
2025-02-09 03:31:21,0022400749,2025-02-09T02:00:00Z,Suns,69,Nuggets,78,3rd Qtr             
2025-02-09 03:31:21,0022400750,2025-02-09T03:00:00Z,Kings,21,Pelicans,31,1st Qtr             
2025-02-09 03:31:21,0022400751,2025-02-09T03:30:00Z,Clippers,0,Jazz,0,10:30 pm ET
2025-02-09 03:31:42,0022400728,2025-02-07T00:30:00Z,Celtics,0,Mavericks,0,7:30 pm ET
2025-02-09 03:31:42,0022400729,2025-02-07T01:00:00Z,Timberwolves,0,Rockets,0,8:00 pm ET
2025-02-09 03:31:42,0022400730,2025-02-07T02:00:00Z,Nuggets,0,Magic,0,9:00 pm ET
2025-02-09 03:31:42,0022400731,2025-02-07T03:00:00Z,Lakers,0,Warriors,0,10:00 pm ET
2025-02-09 03:31:42,0022400732,2025-02-07T03:00:00Z,Trail Blazers,0,Kings,0,10:00 pm ET
2025-02-09 03:31:42,0022400733,2025-02-07T03:30:00Z,Clippers,0,Pacers,0,10:30 pm ET
2025-02-09 03:31:42,0022400745,2025-02-09T01:00:00Z,Bulls,106,Warriors,130,4th Qtr             
2025-02-09 03:31:42,0022400746,2025-02-09T01:00:00Z,Grizzlies,112,Thunder,125,4th Qtr             
2025-02-09 03:31:42,0022400747,2025-02-09T01:00:00Z,Timberwolves,114,Trail Blazers,98,Final               
2025-02-09 03:31:42,0022400748,2025-02-09T01:30:00Z,Knicks,78,Celtics,97,4th Qtr             
2025-02-09 03:31:42,0022400749,2025-02-09T02:00:00Z,Suns,69,Nuggets,80,3rd Qtr             
